Operateur;x;y;2G;3G;4G
20820;269792;6785833;1;1;1
20810;269792;6785833;1;1;1
20820;269886;6742518;1;1;1
20801;269950;6805395;1;1;0
20801;269963;6742487;1;1;0
20801;270046;6746614;1;1;1
20801;270084;6745066;1;1;0
20820;270089;6728413;1;1;1
20820;270100;6848911;1;1;1
20801;270155;6731754;1;1;0
20810;270173;6848908;1;1;0
20801;270180;6848963;1;1;1
20810;270246;6746538;1;1;1
20820;270250;6746543;1;1;1
20815;270302;6746547;0;1;1
20801;270311;6852203;1;1;1
20801;270437;6851123;1;1;0
20820;270637;6789623;1;1;1
20810;270637;6789623;1;1;1
20810;270697;6830529;0;1;0
20801;270708;6748142;1;1;0
20820;270708;6830532;1;1;1
20810;270794;6729191;1;1;0
20820;270836;6732584;1;1;0
20815;270842;6854771;0;1;0
20801;270844;6854774;1;1;1
20815;270862;6732644;0;1;1
20810;270921;6844982;1;1;0
20820;270924;6844993;1;1;1
20801;270968;6811501;1;1;0
20820;271144;6855314;1;1;0
20801;271150;6845858;1;1;1
20810;271241;6772632;1;0;0
20801;271243;6772665;1;1;0
20801;271255;6838148;1;1;0
20820;271433;6799659;1;1;1
20815;271433;6799659;0;1;1
20810;271438;6799657;1;1;1
20801;271518;6780218;1;1;0
20810;271541;6840776;0;1;0
20801;271549;6840772;1;1;0
20810;271643;6834548;1;1;0
20815;271643;6834550;0;1;0
20801;271684;6837325;1;1;0
20815;271784;6837383;0;1;1
20820;271861;6809052;1;1;1
20810;271861;6809052;1;1;1
20810;271864;6743921;1;1;1
20815;271869;6743923;0;1;0
20801;271873;6743911;1;1;1
20820;271875;6743907;1;1;1
20810;272054;6764416;1;1;1
20820;272057;6764431;1;1;1
20815;272061;6764430;0;1;1
20801;272100;6802666;1;1;1
20820;272157;6835627;1;1;1
20801;272161;6835629;1;1;0
20810;272248;6728357;0;1;0
20815;272248;6728358;0;1;1
20801;272266;6728329;1;1;0
20820;272350;6839838;1;1;1
20815;272350;6839838;0;1;1
20801;272363;6839768;0;1;1
20815;272412;6789843;0;1;1
20801;272413;6789846;1;1;0
20801;272444;6834014;0;1;1
20801;272523;6804873;1;1;1
20801;272541;6802070;1;1;1
20810;272545;6803475;1;0;0
20801;272559;6843287;1;1;1
20820;272577;6843234;1;1;1
20815;272590;6808907;0;1;1
20815;272606;6843259;0;1;1
20810;272607;6843244;1;1;0
20820;272659;6801184;1;1;1
20801;272668;6801194;1;1;1
20801;273149;6742361;1;1;0
20801;273212;6846320;0;1;0
20801;273419;6839759;1;1;0
20815;273420;6839757;0;1;0
20810;273505;6838162;1;1;0
20801;273537;6838203;1;1;1
20820;273735;6758683;1;1;1
20810;273736;6758686;1;1;1
20801;273925;6820725;1;1;1
20801;274115;6839172;1;1;1
20801;274128;6737980;1;1;0
20810;274236;6821295;1;1;0
20820;274253;6821302;1;1;0
20801;274253;6821315;0;0;0
20815;274258;6821305;0;1;1
20801;274258;6836971;1;1;0
20820;274300;6839046;1;0;0
20815;274310;6837599;0;1;0
20801;274312;6837602;1;1;0
20820;274421;6729926;1;1;1
20810;274421;6729926;0;0;1
20820;274484;6839361;1;1;1
20801;274505;6839394;1;1;1
20820;274544;6752929;1;1;1
20815;274545;6752929;0;1;0
20810;274558;6752944;1;1;1
20801;274588;6752948;1;1;0
20810;274611;6840667;1;1;1
20815;274616;6840666;0;1;1
20801;274617;6840668;1;1;1
20820;274637;6838311;1;1;1
20815;274691;6741120;0;1;1
20820;274704;6741286;1;1;1
20810;274704;6741286;0;0;1
20801;274767;6746540;1;1;0
20801;274864;6838472;1;1;1
20810;274888;6741286;1;1;0
20810;274899;6838500;1;1;0
20801;274944;6741253;1;1;0
20810;274964;6839223;0;1;0
20820;275049;6831372;1;1;1
20810;275049;6831372;1;1;0
20815;275050;6831372;0;1;1
20801;275158;6807828;1;1;0
20801;275249;6832373;1;1;0
20801;275252;6839786;0;1;1
20810;275269;6832385;1;1;0
20815;275437;6841905;0;1;1
20820;275446;6841906;1;1;1
20801;275464;6841873;1;1;1
20810;275477;6748454;0;1;0
20815;275736;6789323;0;1;1
20820;275741;6789349;1;1;1
20810;275741;6789349;1;1;1
20801;275758;6748556;1;1;1
20810;275771;6748546;1;1;1
20820;275773;6748534;1;1;1
20815;275816;6773471;0;1;1
20820;275864;6773561;1;1;1
20810;275864;6773561;1;1;1
20801;275871;6788006;1;1;1
20801;275878;6837854;1;1;1
20801;275889;6839151;1;1;0
20815;276092;6835512;0;1;1
20801;276094;6835514;1;1;1
20810;276145;6825786;1;1;0
20815;276146;6825787;0;1;0
20801;276156;6825794;1;1;0
20801;276234;6837386;1;1;0
20810;276566;6837966;1;1;0
20820;276567;6837965;1;1;1
20815;276608;6837938;0;1;1
20820;276868;6839941;1;1;1
20801;276873;6838423;1;1;0
20801;276873;6839939;1;0;0
20810;277001;6836813;1;1;0
20801;277012;6836809;1;1;1
20810;277023;6841311;1;1;0
20820;277027;6779965;1;1;1
20810;277027;6779965;1;1;1
20810;277115;6813954;1;1;1
20801;277126;6813934;1;1;0
20820;277132;6813926;1;1;1
20801;277151;6735499;1;1;0
20801;277366;6841974;1;1;0
20801;277428;6772126;1;1;0
20815;277551;6836835;0;1;0
20820;277676;6836077;1;1;1
20801;278015;6836987;1;1;1
20820;278091;6734968;1;1;1
20810;278091;6734968;0;0;1
20815;278092;6734968;0;1;1
20801;278268;6832972;1;1;0
20801;278371;6763864;1;1;1
20810;278582;6764314;1;1;1
20815;278583;6764317;0;1;1
20820;278584;6764310;1;1;1
20820;278671;6791798;1;1;1
20810;278671;6791798;1;1;1
20801;278796;6835589;1;1;1
20810;279207;6747038;1;1;1
20820;279213;6747023;1;1;1
20801;279307;6801600;1;1;1
20820;279315;6801587;1;1;1
20810;279315;6801587;1;1;1
20820;279333;6774215;1;1;0
20810;279333;6774215;1;1;0
20820;280216;6823325;1;1;0
20801;280401;6737016;1;1;1
20820;280406;6737008;1;1;1
20810;280406;6737008;1;1;1
20820;280492;6728966;1;1;0
20801;280500;6728951;1;1;1
20810;280505;6728953;1;1;0
20815;280506;6728953;0;1;0
20801;280659;6728251;1;1;0
20820;280772;6835556;1;1;1
20810;281206;6819130;1;1;0
20801;281218;6835425;1;1;0
20801;281222;6781538;1;0;0
20801;281278;6750280;1;1;1
20820;281304;6750332;1;1;1
20820;281322;6828106;1;1;1
20815;281323;6828105;0;1;1
20801;281324;6828115;1;1;0
20810;281326;6828106;1;0;0
20810;281328;6750306;1;1;1
20815;281344;6750296;0;1;1
20801;281812;6712171;1;1;1
20810;282060;6711563;1;1;0
20801;282123;6711676;1;1;1
20810;282168;6758948;1;1;0
20820;282203;6758962;1;1;0
20815;282203;6758963;0;1;0
20801;282203;6758966;1;1;0
20820;282253;6839106;1;1;0
20810;282266;6835352;0;1;0
20815;282275;6835343;0;1;1
20801;282276;6835347;0;1;0
20815;282353;6744420;0;1;0
20810;282353;6744420;1;1;1
20820;282360;6744411;1;1;1
20801;282874;6822547;1;1;0
20820;282951;6812520;1;1;1
20810;282951;6812520;1;1;1
20815;282952;6812520;0;1;1
20820;282989;6712152;1;1;1
20801;283124;6703529;0;1;1
20810;283301;6702258;1;1;1
20820;283307;6702255;1;1;1
20801;283325;6702268;1;1;1
20815;283430;6702139;0;1;1
20820;284110;6802617;1;1;1
20810;284110;6802617;1;1;0
20801;284172;6837077;1;1;0
20801;284186;6747818;1;1;0
20810;284229;6747630;1;1;1
20820;284245;6747679;1;1;1
20815;284245;6747679;0;1;1
20810;284276;6836843;1;1;1
20801;284386;6709289;1;1;1
20810;284387;6832894;1;0;0
20820;284537;6801025;1;1;1
20810;284537;6801025;1;1;1
20810;284927;6712334;1;1;0
20815;284930;6712406;0;1;1
20801;284951;6712352;1;1;1
20801;285051;6708565;1;1;1
20820;285214;6777285;1;1;1
20820;285214;6777285;1;1;0
20810;285214;6777285;0;0;1
20815;285218;6777297;0;1;1
20820;285270;6791595;1;1;1
20810;285270;6791595;1;1;1
20815;285271;6791596;0;1;0
20815;285637;6701218;0;1;1
20820;285637;6701228;1;1;1
20801;285653;6701215;1;1;1
20810;285673;6701203;1;1;1
20801;285933;6774625;1;1;1
20810;285966;6742394;1;1;1
20820;285969;6742375;1;1;1
20801;285986;6754294;1;1;0
20820;286068;6708714;1;1;1
20810;286070;6708723;1;1;1
20815;286074;6708703;0;1;1
20815;286198;6775526;0;1;1
20815;286434;6817062;0;1;1
20810;286434;6817070;0;0;1
20820;286435;6817066;1;1;1
20820;286611;6764683;1;1;0
20815;286611;6764683;0;1;0
20810;286611;6764683;1;1;0
20801;286611;6764686;1;1;0
20801;286632;6753760;0;0;1
20801;286666;6714232;1;1;1
20820;286668;6714228;1;1;1
20810;286680;6714228;0;1;0
20815;286689;6714228;0;1;1
20820;286807;6731731;1;1;1
20810;286807;6731731;1;1;0
20801;286811;6731736;1;1;0
20820;287379;6762088;1;1;1
20810;287379;6762088;1;1;1
20801;287380;6762092;1;1;0
20820;287678;6834060;1;1;1
20801;287690;6801452;1;1;1
20810;287702;6834052;1;1;1
20815;287708;6834060;0;1;1
20801;287712;6834055;1;1;1
20801;287713;6708047;1;1;1
20820;287855;6776017;1;1;1
20810;287867;6776074;1;1;1
20801;288190;6723543;1;1;0
20820;288191;6723535;1;1;1
20810;288193;6723528;1;1;1
20815;288203;6723552;0;1;1
20815;288663;6699924;0;1;1
20801;288743;6841539;1;1;0
20810;288745;6841568;1;1;0
20801;288881;6699071;1;1;1
20810;288884;6699067;1;1;1
20820;288888;6699070;1;1;1
20815;288987;6761215;0;1;1
20810;289025;6713810;1;1;0
20820;289148;6699919;1;1;1
20810;289153;6699919;1;1;1
20801;289157;6699982;0;1;1
20815;289209;6814550;0;1;1
20810;289367;6707090;1;1;1
20820;289386;6707082;1;1;1
20815;289535;6774262;0;1;1
20820;289730;6815303;1;1;1
20810;289730;6815303;1;1;1
20820;289900;6755280;1;1;1
20810;289900;6755280;1;1;1
20815;289918;6755239;0;1;1
20820;290016;6802539;1;1;1
20810;290016;6802539;1;1;1
20820;290021;6734981;1;1;1
20810;290021;6734981;1;1;1
20801;290216;6811255;1;1;1
20801;290228;6700029;1;1;1
20801;290279;6700957;1;1;1
20820;290324;6700969;1;1;1
20810;290324;6700969;1;1;0
20810;290395;6831492;1;1;1
20810;290400;6787641;1;1;0
20815;290400;6787655;0;1;0
20801;290401;6787657;1;1;0
20820;290407;6787657;1;1;0
20801;290524;6706011;0;1;0
20815;290606;6846092;0;1;0
20810;290609;6846129;1;1;0
20801;290628;6846113;1;1;0
20801;290741;6706704;1;1;1
20810;290745;6737362;1;1;1
20815;290753;6706695;0;1;0
20820;290767;6706691;1;1;1
20810;290767;6706691;1;1;1
20820;290780;6737378;1;1;1
20820;290979;6774610;1;1;1
20810;290979;6774610;1;1;1
20815;291051;6638437;0;1;1
20810;291063;6638434;1;1;1
20801;291064;6638422;1;1;1
20820;291069;6638404;1;1;0
20820;291069;6638404;1;1;1
20820;291233;6846776;1;1;1
20801;291234;6846778;1;1;0
20810;291349;6700661;1;1;1
20801;291364;6700674;1;1;1
20820;291373;6841688;1;1;1
20820;291378;6700680;1;1;1
20801;291441;6841696;1;1;0
20810;291448;6742804;1;1;1
20801;291451;6742922;1;1;1
20820;291464;6742912;1;1;1
20815;291491;6700694;0;1;1
20801;291503;6712829;1;1;0
20820;291516;6712810;1;1;0
20801;291530;6700882;0;0;0
20801;291679;6638837;1;1;1
20820;291965;6705648;1;1;1
20810;291968;6705652;1;1;1
20801;291983;6845853;0;1;0
20815;291990;6705272;0;1;1
20801;291993;6705293;1;1;1
20815;292082;6771434;0;1;0
20810;292082;6771434;1;1;0
20820;292097;6771436;1;1;0
20801;292098;6771440;1;1;0
20810;292286;6701686;1;1;1
20820;292340;6701742;1;1;1
20801;292394;6799625;1;1;1
20801;292450;6701120;0;1;1
20801;292508;6832902;1;1;1
20810;292512;6832899;1;1;1
20810;292516;6700863;1;1;1
20820;292517;6832915;1;0;1
20815;292518;6700849;0;1;1
20820;292540;6700872;1;1;1
20801;292547;6831053;1;1;0
20801;292879;6700745;1;0;1
20801;292974;6701150;1;1;1
20820;292975;6701144;1;1;1
20810;292975;6701144;1;1;1
20801;293006;6635344;1;1;0
20820;293008;6635305;1;1;1
20815;293012;6802736;0;1;0
20810;293016;6635308;1;0;0
20810;293104;6701532;1;1;1
20820;293150;6701596;1;1;1
20801;293360;6759800;1;1;0
20820;293407;6759801;1;1;1
20810;293407;6759801;1;1;1
20810;293424;6717465;1;1;0
20820;293428;6729197;1;1;1
20810;293428;6729197;1;1;1
20820;293512;6700673;1;1;1
20810;293517;6700658;1;1;1
20801;293608;6773187;1;1;1
20820;293612;6796244;1;1;1
20810;293612;6796244;1;1;1
20815;293613;6796245;0;1;0
20815;293649;6702088;0;1;0
20810;293724;6825588;1;1;0
20815;293853;6831229;0;1;1
20820;293859;6831211;1;1;1
20801;293929;6701872;1;1;1
20801;293950;6729199;1;1;0
20815;293951;6729196;0;1;1
20801;294120;6717060;0;0;0
20801;294147;6700314;0;0;0
20801;294194;6700292;1;1;0
20801;294261;6834142;0;1;1
20815;294360;6703203;0;1;0
20801;294543;6703006;1;1;1
20820;294554;6703003;1;1;1
20810;294554;6703003;1;1;1
20820;294619;6807613;1;1;1
20810;294619;6807613;1;1;1
20815;294619;6807614;0;1;0
20801;294629;6744657;1;1;0
20810;294638;6846288;1;1;0
20801;294644;6846268;1;1;0
20810;294774;6700340;1;1;0
20820;294777;6764317;1;1;0
20815;294815;6764333;0;1;1
20820;294852;6700862;1;1;1
20801;295450;6700439;1;1;1
20820;295452;6700430;1;1;1
20810;295463;6700420;1;1;1
20801;295616;6701075;1;1;1
20801;295624;6766422;1;1;1
20810;295634;6701101;1;1;1
20820;295648;6701095;1;1;1
20815;295649;6701096;0;1;1
20810;295677;6758735;1;1;0
20820;295683;6758732;1;1;0
20801;295875;6699081;1;1;1
20801;295914;6831918;1;1;0
20810;295916;6831921;1;1;0
20820;296087;6783448;1;1;1
20810;296087;6783448;1;1;1
20801;296189;6698658;0;1;1
20820;296208;6698660;1;1;1
20810;296239;6698699;1;1;1
20815;296243;6698697;0;1;1
20801;296395;6758606;1;1;1
20815;296404;6758597;0;1;1
20820;296421;6758588;1;1;1
20810;296421;6758588;1;1;1
20815;296471;6773462;0;1;1
20801;296471;6773465;1;1;1
20801;296474;6699403;0;1;0
20820;296484;6699460;1;1;1
20810;296484;6699460;1;1;1
20820;296639;6722222;1;1;1
20815;296644;6722222;0;1;1
20801;296648;6722213;1;1;1
20810;296662;6722233;1;1;0
20801;296789;6708207;1;1;1
20820;296799;6697649;1;1;1
20815;296801;6697637;0;1;0
20810;296816;6697627;1;1;1
20801;296883;6697599;1;1;1
20815;296936;6733019;0;1;1
20801;297084;6772679;0;0;0
20820;297180;6769174;1;1;1
20810;297180;6769174;1;1;1
20810;297250;6851743;1;1;1
20801;297306;6733471;1;1;0
20820;297320;6851696;1;1;1
20820;297483;6699256;1;1;1
20810;297484;6699256;1;1;1
20801;297489;6671699;1;1;1
20810;297498;6671698;0;1;0
20801;297526;6703701;1;1;0
20815;297528;6703699;0;1;0
20820;297625;6771109;1;1;1
20820;297625;6771109;1;1;0
20810;297625;6771109;0;0;1
20815;297629;6771108;0;1;1
20820;297631;6773486;1;1;1
20801;297631;6802281;1;1;0
20810;297648;6773497;1;1;1
20820;297649;6802307;1;1;1
20810;297649;6802307;1;1;1
20801;297869;6849623;1;1;1
20801;297944;6851629;1;1;1
20810;298112;6790472;1;1;0
20820;298115;6790501;1;1;0
20815;298115;6790501;0;1;0
20801;298116;6790504;1;1;0
20820;298193;6826887;1;0;0
20815;298199;6826897;0;1;0
20801;298200;6826900;1;1;1
20810;298305;6716932;1;1;0
20820;298344;6696669;1;1;0
20810;298350;6696671;1;1;0
20820;298668;6737477;1;1;1
20810;298668;6737477;1;1;1
20815;298668;6737478;0;1;1
20815;298685;6850070;0;1;1
20801;298929;6772830;1;0;1
20820;299056;6703916;1;1;1
20801;299056;6746698;1;1;1
20810;299059;6703915;1;1;1
20820;299190;6719430;1;1;1
20815;299199;6719433;0;1;1
20801;299328;6695447;1;1;1
20810;299393;6712466;1;1;0
20801;299401;6698453;1;1;0
20820;299403;6698450;1;1;1
20815;299404;6698451;0;1;1
20810;299413;6698442;1;1;1
20810;299428;6694981;1;1;0
20820;299454;6849337;1;1;1
20801;299521;6704504;1;1;0
20820;299547;6820750;1;1;0
20810;299547;6820750;0;1;0
20815;299548;6820750;0;1;0
20801;299549;6820753;0;1;0
20801;299664;6718938;1;1;1
20801;299993;6670149;1;1;1
20815;299996;6670147;0;1;1
20801;299996;6713066;1;1;0
20810;300011;6670133;1;1;0
20820;300013;6670133;1;1;1
20810;300019;6850099;1;1;0
20820;300026;6839044;1;1;0
20815;300039;6839047;0;1;1
20820;300053;6734720;1;1;1
20810;300058;6734725;1;1;1
20820;300099;6701579;1;1;1
20810;300101;6701553;1;1;1
20820;300142;6713183;1;1;0
20801;300157;6702156;1;1;1
20801;300402;6823664;1;1;0
20810;300421;6823721;1;0;0
20810;300423;6745919;1;1;1
20820;300423;6745929;1;1;1
20801;300511;6700366;1;1;1
20820;300517;6806072;1;1;1
20810;300517;6806072;1;1;1
20801;300643;6696606;1;1;0
20810;300645;6696601;1;1;1
20820;300668;6696618;1;1;1
20815;300669;6696618;0;1;1
20801;300752;6695516;1;1;1
20820;300851;6801642;1;1;1
20810;300851;6801642;1;1;1
20820;300874;6701503;0;1;1
20801;300975;6744294;1;1;1
20801;301196;6665989;1;1;0
20820;301199;6665985;1;1;1
20810;301200;6665990;1;1;1
20801;301408;6726933;1;1;1
20820;301421;6726943;1;1;0
20810;301425;6726939;1;0;0
20801;301600;6668977;1;1;1
20815;301667;6697772;0;1;1
20801;301672;6697775;1;1;1
20815;301726;6665797;0;1;0
20810;301750;6700338;1;1;1
20820;301763;6700379;1;1;1
20820;301895;6753866;1;1;0
20810;301895;6753866;1;1;0
20815;301896;6753867;0;1;0
20801;301896;6753869;1;1;0
20801;301964;6851482;0;0;0
20820;302035;6851460;1;1;0
20820;302312;6744749;1;1;1
20810;302312;6744749;1;1;1
20810;302321;6696920;0;1;0
20801;302326;6851310;1;1;0
20815;302571;6697796;0;1;1
20820;302630;6700164;1;1;0
20815;302631;6700165;0;1;1
20801;302632;6700168;1;1;1
20810;302632;6701283;1;1;0
20820;302667;6669652;1;1;1
20820;302673;6698020;1;1;1
20810;302678;6698020;1;1;1
20810;302723;6669596;1;1;1
20801;302731;6669607;1;1;1
20801;302889;6697463;1;1;1
20810;303014;6841588;1;1;0
20801;303019;6841594;1;1;1
20801;303436;6698062;1;1;1
20801;303787;6664705;1;1;0
20801;303835;6698747;1;1;1
20815;303904;6698726;0;1;1
20820;303976;6698712;1;1;1
20810;303976;6698712;1;1;1
20815;304157;6697968;0;1;1
20810;304236;6697959;1;1;1
20820;304240;6697959;1;1;1
20820;304281;6738654;1;1;1
20810;304281;6738654;1;1;1
20815;304282;6738654;0;1;1
20801;304354;6697240;1;1;1
20815;304356;6697238;0;1;0
20820;304392;6779303;1;1;0
20810;304392;6779303;1;1;0
20815;304393;6779304;0;1;0
20801;304399;6779302;1;1;0
20801;304528;6699682;1;1;0
20815;304531;6699680;0;1;0
20810;304537;6699681;1;1;1
20820;304537;6699684;1;1;1
20801;304541;6763009;1;1;0
20810;304549;6701565;1;1;1
20820;304550;6701564;1;1;1
20801;304643;6718050;1;1;1
20820;304644;6718047;1;1;0
20810;304645;6718041;1;1;0
20801;304676;6698051;1;1;1
20801;304726;6851546;1;1;1
20815;304740;6697686;0;1;1
20815;304808;6822442;0;1;1
20810;304816;6697723;1;1;1
20820;304817;6783855;1;1;1
20820;304822;6697718;1;1;1
20810;304834;6783811;1;1;1
20810;304856;6698636;1;1;1
20820;304856;6698637;1;1;1
20815;304859;6698638;0;1;1
20820;304873;6822435;1;1;1
20820;304958;6773330;1;1;1
20810;304986;6773502;1;1;1
20801;305060;6684681;1;1;0
20801;305168;6683025;1;1;0
20820;305254;6700160;1;1;1
20810;305255;6700160;1;1;1
20810;305370;6848590;1;1;0
20820;305375;6848588;1;1;1
20820;305398;6683549;1;1;1
20810;305398;6683549;1;1;1
20815;305399;6683550;0;1;1
20801;305537;6723517;1;1;0
20810;305601;6821054;1;1;0
20801;305680;6700893;1;1;1
20815;305736;6698867;0;1;1
20801;305736;6698868;0;1;1
20820;305807;6698824;1;1;1
20810;305812;6698824;1;1;1
20810;305816;6700848;1;1;0
20801;305859;6699621;1;1;1
20815;305861;6699619;0;1;1
20810;305863;6699614;1;1;1
20820;305874;6699624;1;1;1
20801;305891;6820936;1;1;0
20801;306145;6699130;1;1;1
20801;306148;6662295;1;1;0
20820;306208;6700291;1;1;1
20820;306333;6760614;1;1;1
20810;306333;6760614;1;1;1
20815;306334;6760615;0;1;1
20801;306341;6700270;0;1;1
20810;306343;6700260;1;1;1
20801;306418;6700056;1;1;1
20815;306552;6701909;0;1;0
20820;306565;6699198;1;1;1
20810;306565;6699198;1;1;1
20815;306568;6699210;0;1;1
20801;306592;6701792;1;1;1
20820;306674;6801854;1;1;1
20820;306679;6702155;1;1;1
20810;306687;6826188;1;1;0
20801;306688;6826191;1;1;0
20820;306689;6702185;1;0;0
20820;306702;6661926;1;1;1
20810;306707;6801830;1;1;1
20815;306707;6801831;0;1;1
20801;306760;6698879;1;1;1
20815;306767;6661940;0;1;1
20810;306768;6661927;1;1;1
20810;306968;6700375;1;1;0
20801;307040;6773598;1;1;0
20820;307074;6773580;1;1;1
20810;307074;6773580;1;1;1
20815;307075;6773581;0;1;1
20810;307253;6790018;1;1;1
20820;307283;6790037;1;1;1
20815;307283;6790038;0;1;0
20801;307284;6790040;1;1;1
20801;307304;6808712;1;1;0
20801;307420;6747949;1;1;1
20810;307512;6701014;1;1;1
20820;307514;6701013;1;1;1
20801;307537;6685078;1;1;1
20810;307549;6685077;1;1;1
20820;307562;6685100;1;1;1
20815;307563;6685101;0;1;1
20801;307568;6658133;1;1;1
20810;307570;6658131;1;1;1
20820;307583;6658112;1;1;0
20820;307583;6658112;1;1;1
20801;307667;6801482;1;1;0
20820;307761;6700358;1;1;1
20810;307763;6700357;1;1;1
20801;307800;6699450;1;1;1
20810;307829;6711046;1;1;0
20810;307987;6703744;1;1;1
20820;307994;6703749;1;1;1
20810;308013;6744370;1;1;1
20820;308016;6744368;1;1;1
20801;308122;6703575;1;1;1
20820;308223;6827375;1;0;0
20815;308227;6701441;0;1;0
20820;308231;6701450;1;1;1
20801;308233;6701439;1;1;1
20810;308234;6701437;1;1;1
20820;308442;6709595;1;1;0
20801;308445;6649282;1;1;1
20801;308447;6709589;1;1;1
20815;308449;6709586;0;1;1
20820;308676;6649129;1;1;1
20810;308676;6649129;1;1;1
20801;308731;6693733;1;1;0
20815;308802;6703954;0;1;0
20810;309006;6735712;1;1;1
20820;309007;6735711;1;1;1
20801;309159;6686954;1;1;0
20801;309161;6647611;1;1;0
20801;309162;6701800;1;1;1
20801;309247;6728887;1;1;0
20820;309324;6810072;1;1;1
20810;309324;6810072;1;1;1
20801;309374;6651723;1;1;0
20801;309545;6696429;1;1;0
20801;309573;6697606;1;1;0
20820;309597;6703493;1;1;1
20810;309597;6703493;1;1;1
20801;309599;6852860;1;1;0
20801;309756;6695357;1;1;1
20801;309804;6705999;0;1;1
20820;309828;6814230;1;1;1
20815;309828;6814276;0;1;1
20801;309832;6697740;1;1;0
20815;309894;6688691;0;1;1
20810;309968;6705967;1;1;1
20820;309982;6705975;1;1;1
20801;310034;6836488;1;1;0
20820;310058;6693759;1;1;1
20810;310071;6693756;1;1;1
20801;310072;6693756;0;1;1
20801;310102;6721436;1;1;0
20810;310103;6721443;1;1;0
20820;310113;6721458;1;1;1
20810;310176;6703208;1;1;1
20801;310347;6815293;1;1;1
20820;310379;6688355;1;1;1
20801;310392;6688367;1;1;0
20810;310404;6688359;1;1;1
20820;310405;6696489;1;1;1
20810;310422;6696488;1;1;1
20801;310443;6703930;1;1;1
20820;310575;6692206;1;1;1
20801;310591;6692261;1;1;0
20810;310595;6692265;1;1;1
20801;310673;6689764;1;1;1
20801;310867;6704674;1;1;0
20820;310895;6704717;1;1;1
20810;310896;6704719;1;1;1
20801;310931;6766117;1;1;0
20801;311048;6714499;0;1;1
20810;311055;6714432;1;1;0
20820;311056;6714474;1;1;0
20815;311070;6845621;0;1;0
20801;311072;6845623;1;1;0
20820;311150;6690371;1;1;1
20810;311154;6690356;1;1;1
20810;311175;6680707;1;1;1
20801;311176;6680714;1;1;1
20820;311211;6680699;1;1;1
20801;311232;6263972;1;0;0
20815;311434;6782290;0;1;1
20820;311434;6782302;1;1;1
20810;311434;6782302;1;1;1
20801;311435;6782305;1;1;0
20810;311602;6650169;1;1;1
20820;311622;6650144;1;1;1
20820;311651;6839436;1;1;0
20801;311793;6655535;1;1;0
20820;311795;6655534;1;1;0
20810;311796;6655533;1;1;0
20815;311796;6655534;0;1;1
20801;311853;6692509;1;1;0
20810;311962;6827265;1;1;1
20820;311967;6827320;1;1;1
20820;312018;6771149;1;1;1
20801;312036;6771135;1;1;1
20810;312036;6771162;1;1;1
20801;312046;6261971;1;1;1
20801;312307;6263878;1;1;1
20810;312318;6263882;1;1;1
20815;312355;6263874;0;1;1
20801;312373;6680341;1;1;1
20801;312393;6849270;1;1;1
20815;312410;6738258;0;1;1
20820;312438;6740001;1;1;1
20810;312439;6740005;1;1;1
20820;312441;6701768;1;1;0
20810;312474;6847645;1;1;1
20801;312482;6847645;1;1;0
20810;312490;6814729;1;1;0
20820;312517;6848911;1;1;1
20801;312558;6681716;1;1;1
20820;312567;6681717;1;1;1
20810;312568;6681710;1;1;1
20815;312568;6681718;0;1;1
20820;312573;6795441;1;1;1
20810;312573;6795441;1;1;1
20815;312574;6795441;0;1;1
20801;312676;6644921;1;1;1
20801;312730;6704327;1;1;1
20820;312732;6704324;1;1;1
20815;312732;6704324;0;1;1
20810;312741;6704358;1;1;0
20820;312850;6704263;1;0;0
20820;312918;6262730;1;1;1
20801;312939;6262699;1;1;1
20820;313030;6728256;1;1;1
20810;313051;6728254;1;1;1
20815;313052;6728255;0;1;1
20810;313107;6262804;1;1;1
20820;313156;6264351;1;1;1
20801;313177;6264357;1;1;1
20801;313225;6826293;1;1;0
20815;313248;6264348;0;1;1
20810;313253;6264371;1;1;1
20801;313328;6680794;1;0;0
20801;313443;6737841;1;1;1
20801;313470;6681078;0;1;1
20801;313620;6697734;1;1;1
20801;313728;6680801;1;0;0
20820;313844;6846087;1;1;1
20810;313875;6717604;1;1;1
20801;313880;6836458;1;1;1
20820;313881;6836503;1;1;1
20810;313881;6836503;1;1;1
20815;313882;6836504;0;1;1
20820;313931;6643943;1;1;1
20801;313978;6644035;1;1;1
20820;314057;6800865;1;1;1
20810;314059;6800861;1;1;1
20801;314062;6261705;1;1;1
20810;314065;6261711;1;1;1
20815;314074;6261700;0;1;1
20801;314103;6262454;1;1;1
20820;314108;6261671;1;1;1
20820;314387;6644420;1;1;1
20810;314423;6644406;1;1;1
20801;314458;6644435;1;1;1
20815;314460;6644435;0;1;1
20801;314495;6264327;1;1;1
20801;314499;6800500;1;1;1
20801;314540;6775921;1;1;0
20810;314817;6679983;1;1;0
20801;314820;6679987;1;1;1
20820;314820;6679995;1;1;1
20801;314883;6643511;1;1;1
